일련번호,인명피해수,재산피해금액,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시군구명,읍면동명,시설장소소분류명,화재유형명,발화지점,발화원인,발화요인대분류명,전체인력수합계,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
33,0,0,횡성소방서,둔내119안전센터,청일지역대,20150322,141400,20150322,141449,20150322,141526,20150322,142606,20150322,35642,20150322,181234,1040,34628,29,17,9,횡성군,청일면,국유림,임야,평지,쓰레기소각장,부주의,337,22,맑음,15,7,315,8,
34,1,1516,홍천소방서,홍천119안전센터,두촌119지역대,20150322,160800,20150322,160831,20150322,161120,20150322,162211,20150322,83511,20150322,203511,1051,41300,24,24,8,홍천군,두촌면,공유림,임야,산아래,기타,부주의,319,12,맑음,11,12,315,8,
35,0,0,철원소방서,태봉119안전센터,,20150323,94300,20150323,94340,20150323,94400,20150323,95600,20150323,101000,20150323,102500,1200,2900,11,11,0,철원군,갈말읍,국유림,임야,산아래,쓰레기소각장,부주의,71,8,맑음,4,12,270,4,풍랑주의보
36,0,0,인제소방서,인제119안전센터,,20150323,124200,20150323,124252,20150323,124340,20150323,130400,20150323,33000,20150323,153000,2020,22600,20,20,0,인제군,인제읍,국유림,임야,산중턱,모닥불,부주의,732,21,맑음,8,14,180,4,건조주의보
37,0,2269,홍천소방서,홍천119안전센터,화촌119지역대,20150323,131000,20150323,131028,20150323,131200,20150323,131737,20150323,40606,20150324,180000,537,44223,16,16,6,홍천군,화촌면,사유림,임야,산아래,미상,부주의,590,31,맑음,0,0,,,
38,0,0,홍천소방서,서석119안전센터,내촌119지역대,20150324,163200,20150324,163250,20150324,163511,20150324,164854,20150324,63500,20150324,190000,1343,21106,32,21,8,홍천군,내촌면,국유림,임야,산정상,담뱃불,부주의,216,13,맑음,13,0,45,4,
39,0,0,홍천소방서,서석119안전센터,,20150325,132100,20150325,132101,20150325,132331,20150325,133859,20150325,15622,20150325,152700,1528,14801,46,13,0,홍천군,서석면,국유림,임야,산아래,기타,부주의,229,11,맑음,12,19,45,4,
40,0,0,동해소방서,북평119안전센터,,20150325,141400,20150325,141416,20150325,141416,20150325,141620,20150325,23920,20150325,152720,204,11100,9,1,0,동해시,추암동,사유림,임야,평지,쓰레기소각장,부주의,99,15,맑음,11,44,135,8,
41,0,0,횡성소방서,횡성119안전센터,,20150325,143800,20150325,143857,20150325,143957,20150325,144728,20150325,25314,20150325,145314,731,546,6,5,0,횡성군,횡성읍,사유림,임야,산아래,기타,부주의,22,6,맑음,14,19,225,4,
42,1,0,삼척소방서,도계119안전센터,,20150325,155500,20150325,155532,20150325,155632,20150325,161029,20150325,54129,20150325,181029,1357,20000,35,16,0,삼척시,도계읍,사유림,임야,산아래,기타,부주의,178,11,맑음,7,57,135,4,
43,0,1885,원주소방서,흥업119안전센터,귀래119지역대,20150325,162000,20150325,162038,20150325,162133,20150325,163016,20150325,44815,20150325,173614,843,10558,25,25,6,원주시,귀래면,사유림,임야,산아래,논/밭두렁,부주의,74,10,맑음,7,18,0,8,
44,0,9900,평창소방서,평창119안전센터,미탄119지역대,20150325,165300,20150325,165307,20150325,165307,20150325,170136,20150325,60444,20150325,180444,829,10308,20,7,0,평창군,미탄면,국유림,임야,산정상,담뱃불,부주의,113,9,맑음,13,9,180,4,
45,0,0,홍천소방서,서석119안전센터,내촌119지역대,20150325,184900,20150325,184937,20150325,185145,20150325,190707,20150326,83030,20150326,90030,1522,135323,38,22,9,홍천군,내촌면,국유림,임야,산정상,기타,부주의,291,14,맑음,11,19,225,4,
46,0,1584,춘천소방서,강촌119안전센터,,20150325,200100,20150325,200107,20150325,200526,20150325,203416,20150325,90423,20150325,211031,2850,3615,31,19,0,춘천시,남산면,사유림,임야,산아래,미상,부주의,86,12,맑음,5,41,135,4,
47,0,0,삼척소방서,봉황119안전센터,,20150326,124000,20150326,124000,20150326,124135,20150326,125135,20150326,25435,20150326,154735,1000,25600,10,10,0,삼척시,도경동,사유림,임야,산중턱,담뱃불,부주의,783,21,맑음,14,32,180,4,
48,0,0,원주소방서,신림119안전센터,,20150326,132900,20150326,132953,20150326,133206,20150326,134617,20150326,22317,20150326,162136,1411,23519,35,11,0,원주시,신림면,국유림,임야,산아래,논/밭두렁,부주의,157,13,맑음,13,20,315,4,
49,0,72224,평창소방서,평창119안전센터,미탄119지역대,20150328,144100,20150328,144146,20150328,144353,20150328,145939,20150328,55000,20150328,193000,1546,43021,20,0,6,평창군,미탄면,국유림,임야,산아래,미상,미상,520,23,구름조금,17,5,225,8,
50,0,0,원주소방서,학성119안전센터,,20150329,130400,20150329,130421,20150329,130503,20150329,131001,20150329,11545,20150329,132654,458,1653,6,4,0,원주시,태장동,사유림,임야,산아래,담뱃불,부주의,55,5,구름조금,16,39,135,4,
51,0,0,춘천소방서,강촌119안전센터,,20150329,142500,20150329,142539,20150329,142639,20150329,144708,20150329,30627,20150329,150627,2029,1919,30,17,0,춘천시,남산면,사유림,임야,산아래,쓰레기소각장,부주의,58,10,구름조금,18,29,180,4,
52,0,0,춘천소방서,강촌119안전센터,,20150330,125200,20150330,125233,20150330,125357,20150330,130451,20150330,21500,20150330,153328,1054,22837,21,6,0,춘천시,남산면,사유림,임야,산중턱,입산자실화,부주의,111,7,구름조금,19,28,270,4,
53,0,0,인제소방서,원통119안전센터,,20150403,143500,20150403,143537,20150403,143600,20150403,143800,20150403,31000,20150403,151000,200,3200,11,3,0,인제군,북면,국유림,임야,산정상,담뱃불,부주의,70,6,맑음,18,48,135,4,
54,0,92,원주소방서,우산119안전센터,,20150412,65600,20150412,65652,20150412,65920,20150412,73517,20150412,82845,20150412,85119,3557,11602,15,9,0,원주시,호저면,사유림,임야,산아래,모닥불,부주의,73,9,맑음,6,30,0,4,
55,0,0,철원소방서,김화119안전센터,,20150412,161300,20150412,161322,20150412,161618,20150412,162114,20150412,51610,20150412,180656,456,14542,12,3,16,철원군,김화읍,사유림,임야,산아래,기타,부주의,213,12,맑음,13,55,90,4,
56,0,0,춘천소방서,화천119안전센터,상서119지역대,20150413,104100,20150413,104158,20150413,104258,20150413,104458,20150413,111558,20150413,113558,200,5100,46,11,8,화천군,상서면,사유림,임야,산중턱,미상,기타,258,3,맑음,12,0,90,4,풍랑주의보
57,0,0,고성소방서,간성119안전센터,,20150423,121400,20150423,121436,20150423,121554,20150423,123053,20150423,14056,20150423,135814,1459,12721,33,11,0,고성군,간성읍,사유림,임야,산아래,미상,화학적요인,515,17,구름조금,24,17,225,8,
58,0,0,인제소방서,인제119안전센터,,20150423,151400,20150423,151400,20150423,151500,20150423,154207,20150423,44507,20150423,180007,2707,21800,35,35,0,인제군,인제읍,국유림,임야,미상,미상,기타,225,20,구름조금,21,17,225,,
59,0,1166,정선소방서,임계119안전센터,여량면119지역대,20150424,133300,20150424,133330,20150424,133530,20150424,134825,20150424,21441,20150424,145742,1255,10917,27,27,12,정선군,여량면,국유림,임야,산아래,기타,부주의,160,13,맑음,21,18,270,4,
60,0,0,춘천소방서,화천119안전센터,상서119지역대,20150426,123700,20150426,123701,20150426,123827,20150426,131147,20150426,13830,20150426,141030,3320,5843,46,17,20,화천군,상서면,국유림,임야,산정상,입산자실화,부주의,80,8,맑음,23,0,315,4,
61,0,0,강릉소방서,옥계119안전센터,,20150426,192600,20150426,192600,20150426,192600,20150426,193509,20150426,115030,20150427,4119,909,50610,36,6,0,강릉시,옥계면,사유림,임야,산아래,미상,전기적요인,314,18,맑음,22,36,315,8,
62,0,0,춘천소방서,양구119안전센터,,20150427,123700,20150427,123746,20150427,124246,20150427,125921,20150427,13921,20150427,165721,1635,35800,70,36,8,양구군,해안면,국유림,임야,산중턱,기타,기타,323,9,맑음,25,24,45,8,
63,0,0,강릉소방서,옥계119안전센터,,20150427,171800,20150427,171802,20150427,171930,20150427,173016,20150427,55721,20150427,180723,1046,3707,36,6,0,강릉시,옥계면,국유림,임야,산중턱,기타,부주의,109,18,맑음,21,43,90,4,
64,0,0,홍천소방서,홍천119안전센터,화촌119지역대,20150428,135700,20150428,135759,20150428,135858,20150428,141409,20150428,60001,20150428,180501,1511,35052,26,10,16,홍천군,화촌면,국유림,임야,산아래,기타,부주의,328,29,맑음,26,12,270,4,
65,0,0,평창소방서,봉평119안전센터,,20150428,154300,20150428,154332,20150428,154445,20150428,155517,20150428,40621,20150428,161113,1032,1556,29,7,0,평창군,용평면,사유림,임야,산아래,기타,부주의,92,11,맑음,23,23,90,8,
66,0,0,춘천소방서,양구119안전센터,남면119지역대,20150429,210900,20150429,210904,20150429,211054,20150429,212457,20150430,122010,20150430,5221,1403,32724,51,6,12,양구군,양구읍,사유림,임야,산아래,기타,부주의,179,10,맑음,15,20,,,
67,0,0,춘천소방서,양구119안전센터,남면119지역대,20150430,60900,20150430,60942,20150430,61033,20150430,61552,20150430,64612,20150430,73052,519,11500,51,6,12,양구군,양구읍,사유림,임야,산정상,기타,기타,44,5,맑음,9,98,135,4,
68,0,4,영월소방서,영월119안전센터,남면119지역대,20150502,124400,20150502,124436,20150502,124550,20150502,131123,20150502,30506,20150502,160059,2533,24936,19,19,12,영월군,남면,사유림,임야,산정상,담뱃불,부주의,128,10,맑음,29,35,180,4,
69,0,0,강릉소방서,주문진119안전센터,,20150502,171700,20150502,171704,20150502,171824,20150502,173050,20150502,63844,20150502,183910,1226,10820,26,11,0,강릉시,주문진읍,국유림,임야,산정상,미상,미상,70,14,맑음,22,59,135,4,
70,0,0,강릉소방서,경포119안전센터,,20150505,71000,20150505,71057,20150505,71235,20150505,73000,20150505,83900,20150505,83900,1725,10900,15,13,0,강릉시,사천면,국유림,임야,산중턱,모닥불,부주의,76,13,맑음,14,32,180,4,
71,0,0,강릉소방서,내곡119안전센터,,20150505,105300,20150505,105300,20150505,105400,20150505,112437,20150505,124826,20150505,131000,3037,14523,32,30,0,강릉시,왕산면,사유림,임야,산중턱,입산자실화,부주의,229,23,맑음,15,46,270,4,
72,0,0,평창소방서,봉평119안전센터,,20150505,110700,20150505,110718,20150505,110853,20150505,112108,20150505,120142,20150505,122730,1215,10622,36,6,0,평창군,봉평면,사유림,임야,산정상,담뱃불,부주의,44,6,맑음,17,29,270,4,
73,0,2541,횡성소방서,횡성119안전센터,,20150505,162800,20150505,162844,20150505,163031,20150505,164052,20150505,50125,20150505,180520,1021,12428,5,5,0,횡성군,횡성읍,사유림,임야,산정상,취사행위,부주의,41,9,맑음,21,28,225,4,
74,0,0,춘천소방서,신북119안전센터,,20150507,133000,20150507,133044,20150507,133345,20150507,135112,20150507,20336,20150507,140336,1727,1224,12,10,0,춘천시,서면,사유림,임야,산아래,담뱃불,부주의,102,13,맑음,23,33,270,4,
75,1,907,춘천소방서,석사119안전센터,,20150507,144500,20150507,144509,20150507,144747,20150507,150728,20150507,32640,20150507,153056,1941,2328,16,12,0,춘천시,동산면,사유림,임야,평지,논/밭두렁,부주의,80,15,맑음,24,33,225,4,
76,0,0,강릉소방서,내곡119안전센터,,20150508,134900,20150508,134914,20150508,135158,20150508,144551,20150508,40000,20150508,160000,5353,11409,0,0,0,강릉시,왕산면,국유림,임야,산중턱,담뱃불,부주의,107,16,맑음,19,0,135,4,
77,0,0,강릉소방서,내곡119안전센터,,20150510,140300,20150510,140340,20150510,140515,20150510,143827,20150510,31117,20150510,153342,3312,5515,26,24,0,강릉시,왕산면,사유림,임야,산중턱,담뱃불,부주의,91,14,맑음,8,0,0,4,
78,0,0,정선소방서,임계119안전센터,,20150511,132600,20150511,132616,20150511,132716,20150511,134038,20150511,23038,20150511,163038,1322,25000,40,13,15,정선군,임계면,국유림,임야,산중턱,담뱃불,부주의,105,17,맑음,21,41,225,4,
79,0,0,원주소방서,문막119안전센터,,20150511,181200,20150511,181249,20150511,181423,20150511,181846,20150511,65538,20150511,190718,423,4832,22,3,0,원주시,문막읍,사유림,임야,산아래,쓰레기소각장,부주의,40,5,맑음,22,53,180,8,
80,0,2660,양양소방서,하조대119안전센터,,20150517,110000,20150517,110026,20150517,110126,20150517,113007,20150517,124407,20150517,141507,2841,24500,34,4,0,양양군,현북면,사유림,임야,산중턱,담뱃불,부주의,160,14,맑음,0,0,,,
81,0,0,홍천소방서,서석119안전센터,내면119지역대,20150517,171000,20150517,171030,20150517,171156,20150517,173556,20150517,73524,20150517,195057,2400,21501,53,41,14,홍천군,내면,사유림,임야,산아래,기타,부주의,131,13,구름조금,21,22,270,,
82,1,0,삼척소방서,근덕119안전센터,노곡119지역대,20150521,145500,20150521,145516,20150521,145616,20150521,150430,20150521,43030,20150521,225030,814,74600,28,20,7,삼척시,노곡면,사유림,임야,산중턱,논/밭두렁,부주의,335,22,맑음,19,57,135,8,
83,0,333,홍천소방서,홍천119안전센터,,20150521,153700,20150521,153716,20150521,153850,20150521,154143,20150521,43416,20150521,171254,253,13111,3,3,0,홍천군,홍천읍,사유림,임야,산아래,기타,방화,145,14,맑음,28,20,270,,
84,0,0,영월소방서,영월119안전센터,북면119지역대,20150521,154400,20150521,154408,20150521,154604,20150521,155057,20150521,43614,20150521,175521,453,20424,5,31,10,영월군,북면,사유림,임야,산아래,논/밭두렁,부주의,120,9,맑음,27,26,270,4,
85,0,0,강릉소방서,내곡119안전센터,,20150521,192200,20150521,192200,20150521,192200,20150521,201212,20150521,104054,20150521,225054,5012,23842,34,32,0,강릉시,왕산면,공유림,임야,산정상,담뱃불,부주의,252,23,구름조금,20,34,315,12,건조주의보
86,0,0,평창소방서,평창119안전센터,,20150523,174900,20150523,174930,20150523,175134,20150523,180225,20150523,65339,20150523,202029,1051,21804,7,7,0,평창군,평창읍,사유림,임야,산중턱,담뱃불,부주의,96,9,구름조금,26,20,0,4,
87,0,0,횡성소방서,횡성119안전센터,갑천119지역대,20150525,12100,20150525,12103,20150525,12419,20150525,15805,20150525,82416,20150525,141022,3346,121217,21,21,17,횡성군,갑천면,국유림,임야,산정상,담뱃불,부주의,139,9,맑음,11,98,45,4,
88,0,3465,철원소방서,김화119안전센터,,20150526,133300,20150526,133336,20150526,133743,20150526,134434,20150526,23000,20150526,143000,651,4526,21,8,18,철원군,근남면,사유림,임야,산중턱,기타,부주의,34,6,맑음,28,0,225,4,
89,0,0,인제소방서,원통119안전센터,서화119지역대,20150528,101700,20150528,101749,20150528,101943,20150528,103934,20150528,123000,20150528,135900,1951,31926,32,24,9,인제군,서화면,국유림,임야,산정상,군경사격장,부주의,8,6,구름조금,24,44,135,4,
90,0,0,평창소방서,평창119안전센터,미탄119지역대,20150528,175500,20150528,175552,20150528,175730,20150528,180523,20150528,71426,20150528,193332,753,12809,17,0,6,평창군,미탄면,국유림,임야,산중턱,미상,미상,141,10,구름조금,29,17,225,4,
91,0,0,삼척소방서,원덕119안전센터,가곡119지역대,20150529,150100,20150529,150145,20150529,150311,20150529,152533,20150529,44133,20150529,190433,2222,33900,62,39,18,삼척시,가곡면,국유림,임야,산중턱,입산자실화,기타,188,16,맑음,27,37,225,4,
92,0,18816,삼척소방서,도계119안전센터,하장119지역대,20150531,105200,20150531,105256,20150531,105628,20150531,110930,20150531,123030,20150531,130030,1302,15100,42,37,8,삼척시,하장면,사유림,임야,산아래,논/밭두렁,부주의,211,21,구름조금,21,55,90,4,
93,0,0,춘천소방서,화천119안전센터,상서119지역대,20150531,132500,20150531,132507,20150531,132626,20150531,133021,20150531,25221,20150531,152704,355,15643,68,31,6,화천군,상서면,사유림,임야,산중턱,담뱃불,부주의,88,5,맑음,27,0,180,4,
94,0,0,춘천소방서,사내119안전센터,,20150531,141800,20150531,141823,20150531,142100,20150531,143200,20150531,50612,20150531,180020,1100,32820,55,6,0,화천군,사내면,사유림,임야,산중턱,담뱃불,부주의,195,9,맑음,28,21,225,4,
95,0,0,횡성소방서,우천119안전센터,,20150531,190100,20150531,190133,20150531,190218,20150531,191548,20150531,73444,20150531,234521,1330,42933,14,6,0,횡성군,우천면,사유림,임야,산정상,담뱃불,부주의,61,7,맑음,25,48,270,4,
